file,duration
10092.wav,3.493
10093.wav,3.722
10094.wav,2.858
10095.wav,4.074
10096.wav,6.85
10097.wav,7.352
10098.wav,0.968
10099.wav,4.399
101.wav,1.91
1010.wav,2.1
10100.wav,3.218
10101.wav,9.749
10102.wav,2.794
10103.wav,6.767
10104.wav,2.805
10105.wav,1.862
10106.wav,5.929
10107.wav,2.389
10108.wav,5.048
10109.wav,1.628
1011.wav,6.127
10110.wav,2.938
10111.wav,3.547
10112.wav,2.936
10113.wav,4.392
10114.wav,4.314
10115.wav,4.037
10116.wav,10.654
10117.wav,10.686
10118.wav,4.709
10119.wav,5.61
1012.wav,2.289
10120.wav,2.085
10121.wav,1.515
10122.wav,6.696
10123.wav,3.589
10124.wav,1.738
10125.wav,1.472
10126.wav,2.606
10127.wav,1.608
10128.wav,1.274
10129.wav,4.212
1013.wav,7.239
10130.wav,3.074
10131.wav,14.308
10132.wav,1.015
10133.wav,2.91
10134.wav,5.082
10135.wav,3.127
10136.wav,5.987
10137.wav,2.098
10138.wav,6.385
10139.wav,7.136
1014.wav,3.442
10140.wav,2.464
10141.wav,3.027
10142.wav,3.125
10143.wav,2.853
10144.wav,3.862
10145.wav,3.853
10146.wav,2.498
10147.wav,9.097
10148.wav,3.217
10149.wav,5.141
1015.wav,4.048
10150.wav,4.293
10151.wav,11.242
10152.wav,3.651
10153.wav,2.045
10154.wav,7.108
10155.wav,1.704
10156.wav,2.446
10157.wav,1.519
10158.wav,3.726
10159.wav,2.772
1016.wav,13.287
10160.wav,2.362
10161.wav,6.085
10162.wav,1.294
10163.wav,4.493
10164.wav,4.284
10165.wav,2.016
10166.wav,5.905
10167.wav,7.323
10168.wav,11.75
10169.wav,6.081
1017.wav,2.521
10170.wav,4.323
10171.wav,2.429
10172.wav,2.537
10173.wav,3.54
10174.wav,5.202
10175.wav,2.053
10176.wav,11.953
10177.wav,4.301
10178.wav,2.102
10179.wav,3.622
1018.wav,2.76
10180.wav,8.068
10181.wav,3.776
10182.wav,2.779
10183.wav,1.294
10184.wav,2.069
10185.wav,2.263
10186.wav,10.049
10187.wav,6.741
10188.wav,2.749
10189.wav,15.07
1019.wav,6.216
10190.wav,3.435
10191.wav,0.911
10192.wav,1.898
10193.wav,3.216
10194.wav,7.91
10195.wav,6.301
10196.wav,3.155
10197.wav,1.308
10198.wav,1.093
10199.wav,4.647
102.wav,4.773
1020.wav,4.964
10200.wav,1.617
10201.wav,4.897
10202.wav,2.139
10203.wav,4.128
10204.wav,9.996
10205.wav,2.598
10206.wav,3.822
10207.wav,7.083
10208.wav,1.164
10209.wav,4.779
1021.wav,11.778
10210.wav,3.485
10211.wav,1.829
10212.wav,1.42
10213.wav,11.702
10214.wav,1.185
10215.wav,1.879
10216.wav,3.279
10217.wav,4.275
10218.wav,3.66
10219.wav,1.848
1022.wav,5.656
10220.wav,9.269
10221.wav,3.091
10222.wav,3.315
10223.wav,15.074
10224.wav,4.48
10225.wav,2.559
10226.wav,6.049
10227.wav,7.135
10228.wav,18.264
10229.wav,2.944
1023.wav,1.591
10230.wav,2.83
10231.wav,4.656
10232.wav,11.294
10233.wav,5.384
10234.wav,9.833
10235.wav,5.176
10236.wav,3.202
10237.wav,1.902
10238.wav,6.47
10239.wav,1.979
1024.wav,1.495
10240.wav,1.108
10241.wav,2.441
10242.wav,2.445
10243.wav,3.062
10244.wav,3.477
10245.wav,1.785
10246.wav,2.349
10247.wav,1.971
10248.wav,3.704
10249.wav,4.267
1025.wav,4.679
10250.wav,1.29
10251.wav,5.287
10252.wav,3.391
10253.wav,2.183
10254.wav,3.607
10255.wav,7.335
10256.wav,1.348
10257.wav,4.579
10258.wav,7.119
10259.wav,5.61
1026.wav,2.788
10260.wav,1.524
10261.wav,8.131
10262.wav,1.675
10263.wav,4.726
10264.wav,11.69
10265.wav,22.263
10266.wav,1.345
10267.wav,2.42
10268.wav,6.74
10269.wav,1.062
1027.wav,2.182
10270.wav,1.385
10271.wav,10.805
10272.wav,6.38
10273.wav,4.735
10274.wav,5.976
10275.wav,2.961
10276.wav,3.002
10277.wav,4.483
10278.wav,2.323
10279.wav,4.827
1028.wav,2.171
10280.wav,5.183
10281.wav,2.86
10282.wav,1.421
10283.wav,1.963
10284.wav,3.608
10285.wav,2.07
10286.wav,2.834
10287.wav,1.835
10288.wav,0.506
10289.wav,1.749
1029.wav,1.787
10290.wav,1.716
10291.wav,3.644
10292.wav,6.235
10293.wav,3.16
10294.wav,2.363
10295.wav,1.892
10296.wav,4.021
10297.wav,3.481
10298.wav,1.985
10299.wav,8.169
103.wav,7.609
1030.wav,14.453
10300.wav,4.622
10301.wav,2.192
10302.wav,2.619
10303.wav,15.876
10304.wav,8.41
10305.wav,5.869
10306.wav,0.887
10307.wav,13.878
10308.wav,4.123
10309.wav,1.623
1031.wav,2.853
10310.wav,1.672
10311.wav,1.341
10312.wav,11.52
10313.wav,5.168
10314.wav,5.211
10315.wav,1.83
10316.wav,1.122
10317.wav,2.69
10318.wav,2.976
10319.wav,6.222
1032.wav,1.862
10320.wav,2.322
10321.wav,3.114
10322.wav,3.752
10323.wav,4.196
10324.wav,2.432
10325.wav,3.854
10326.wav,2.854
10327.wav,4.524
10328.wav,2.147
10329.wav,2.867
1033.wav,3.372
10330.wav,2.978
10331.wav,5.687
10332.wav,7.731
10333.wav,4.088
10334.wav,23.804
10335.wav,1.237
10336.wav,5.569
10337.wav,11.414
10338.wav,7.238
10339.wav,1.386
1034.wav,2.516
10340.wav,0.816
10341.wav,1.623
10342.wav,7.214
10343.wav,4.794
10344.wav,1.315
10345.wav,2.741
10346.wav,5.356
10347.wav,2.763
10348.wav,4.966
10349.wav,3.127
1035.wav,2.078
10350.wav,5.992
10351.wav,1.69
10352.wav,7.751
10353.wav,9.099
10354.wav,2.125
10355.wav,2.127
10356.wav,10.707
10357.wav,1.819
10358.wav,3.813
10359.wav,5.974
1036.wav,2.718
10360.wav,0.754
10361.wav,20.262
10362.wav,2.789
10363.wav,2.055
10364.wav,4.818
10365.wav,7.243
10366.wav,5.978
10367.wav,2.967
10368.wav,3.335
10369.wav,3.698
1037.wav,2.259
10370.wav,13.21
10371.wav,11.591
10372.wav,2.198
10373.wav,5.007
10374.wav,3.609
10375.wav,7.977
10376.wav,0.955
10377.wav,4.398
10378.wav,13.65
10379.wav,1.764
1038.wav,1.542
10380.wav,2.669
10381.wav,1.877
10382.wav,1.147
10383.wav,1.459
10384.wav,2.145
10385.wav,8.102
10386.wav,2.458
10387.wav,14.741
10388.wav,1.578
10389.wav,4.659
1039.wav,2.383
10390.wav,3.061
10391.wav,3.923
10392.wav,3.196
10393.wav,7.659
10394.wav,4.414
10395.wav,5.296
10396.wav,20.818
10397.wav,1.19
10398.wav,4.917
10399.wav,2.035
104.wav,3.441
1040.wav,1.457
10400.wav,2.095
10401.wav,5.03
10402.wav,2.951
10403.wav,0.92
10404.wav,3.917
10405.wav,1.13
10406.wav,4.993
10407.wav,5.043
10408.wav,3.818
10409.wav,2.01
1041.wav,2.097
10410.wav,3.413
10411.wav,2.204
10412.wav,3.051
10413.wav,5.697
10414.wav,4.279
10415.wav,1.516
10416.wav,5.57
10417.wav,1.921
10418.wav,1.966
10419.wav,10.418
1042.wav,5.353
10420.wav,3.697
10421.wav,8.328
10422.wav,3.734
10423.wav,3.151
10424.wav,1.983
10425.wav,1.044
10426.wav,2.102
10427.wav,2.162
10428.wav,8.233
10429.wav,1.543
1043.wav,3.582
10430.wav,2.916
10431.wav,8.908
10432.wav,3.377
10433.wav,3.702
10434.wav,11.116
10435.wav,3.287
10436.wav,2.713
10437.wav,12.388
10438.wav,2.226
10439.wav,3.484
1044.wav,24.951
10440.wav,4.495
10441.wav,7.1
10442.wav,2.178
10443.wav,2.081
10444.wav,9.89
10445.wav,4.753
10446.wav,2.903
10447.wav,3.708
10448.wav,3.455
10449.wav,3.655
1045.wav,5.614
10450.wav,3.762
10451.wav,1.925
10452.wav,1.903
10453.wav,4.087
10454.wav,7.08
10455.wav,1.902
10456.wav,1.307
10457.wav,4.889
10458.wav,2.294
10459.wav,6.065
1046.wav,1.685
10460.wav,1.822
10461.wav,0.946
10462.wav,3.006
10463.wav,1.463
10464.wav,3.04
10465.wav,1.113
10466.wav,2.422
10467.wav,2.96
10468.wav,2.706
10469.wav,4.085
1047.wav,4.244
10470.wav,10.002
10471.wav,4.434
10472.wav,3.908
10473.wav,2.995
10474.wav,1.838
10475.wav,3.358
10476.wav,24.671
10477.wav,9.535
10478.wav,4.87
10479.wav,1.043
1048.wav,16.916
10480.wav,2.427
10481.wav,3.429
10482.wav,2.32
10483.wav,1.507
10484.wav,3.299
10485.wav,3.557
10486.wav,3.542
10487.wav,1.793
10488.wav,2.164
10489.wav,3.02
1049.wav,4.806
10490.wav,0.914
10491.wav,5.982
10492.wav,2.341
10493.wav,2.012
10494.wav,5.555
10495.wav,1.086
10496.wav,1.594
10497.wav,2.862
10498.wav,3.137
10499.wav,1.863
105.wav,2.903
1050.wav,10.127
10500.wav,2.202
10501.wav,2.16
10502.wav,6.692
10503.wav,3.779
10504.wav,2.038
10505.wav,6.3
10506.wav,1.737
10507.wav,10.537
10508.wav,3.707
10509.wav,4.316
1051.wav,1.345
10510.wav,0.889
10511.wav,4.483
10512.wav,2.936
10513.wav,4.334
10514.wav,9.636
10515.wav,3.03
10516.wav,1.282
10517.wav,1.583
10518.wav,1.954
10519.wav,6.896
1052.wav,4.119
10520.wav,3.172
10521.wav,7.306
10522.wav,2.829
10523.wav,5.652
10524.wav,3.076
10525.wav,0.956
10526.wav,2.154
10527.wav,2.293
10528.wav,2.188
10529.wav,1.152
1053.wav,2.404
10530.wav,2.477
10531.wav,6.544
10532.wav,3.852
10533.wav,8.189
10534.wav,2.989
10535.wav,1.737
10536.wav,7.781
10537.wav,2.331
10538.wav,11.014
10539.wav,3.596
1054.wav,20.481
10540.wav,2.261
10541.wav,1.98
10542.wav,4.916
10543.wav,4.262
10544.wav,3.865
10545.wav,3.004
10546.wav,1.946
10547.wav,0.668
10548.wav,1.89
10549.wav,2.181
1055.wav,4.049
10550.wav,4.986
10551.wav,2.924
10552.wav,3.744
10553.wav,11.838
10554.wav,4.738
10555.wav,5.229
10556.wav,1.696
10557.wav,1.773
10558.wav,2.78
10559.wav,8.386
1056.wav,6.226
10560.wav,1.622
10561.wav,2.702
10562.wav,9.59
10563.wav,6.926
10564.wav,3.7
10565.wav,2.225
10566.wav,12.417
10567.wav,2.247
10568.wav,5.137
10569.wav,11.968
1057.wav,2.391
10570.wav,4.223
10571.wav,1.204
10572.wav,3.048
10573.wav,1.552
10574.wav,2.25
10575.wav,4.564
10576.wav,1.576
10577.wav,4.315
10578.wav,5.64
10579.wav,4.636
1058.wav,3.199
10580.wav,2.393
10581.wav,3.012
10582.wav,2.828
10583.wav,5.201
10584.wav,5.072
10585.wav,1.683
10586.wav,1.598
10587.wav,5.487
10588.wav,0.81
10589.wav,2.527
1059.wav,3.623
10590.wav,4.764
10591.wav,5.721
10592.wav,2.318
10593.wav,4.165
10594.wav,4.227
10595.wav,2.78
10596.wav,2.44
10597.wav,2.515
10598.wav,0.973
10599.wav,1.241
106.wav,5.052
1060.wav,3.235
10600.wav,2.018
10601.wav,3.778
10602.wav,4.966
10603.wav,11.872
10604.wav,7.197
10605.wav,5.797
10606.wav,1.453
10607.wav,2.129
10608.wav,5.339
10609.wav,7.052
1061.wav,5.477
10610.wav,2.494
10611.wav,3.281
10612.wav,10.017
10613.wav,2.482
10614.wav,2.923
10615.wav,3.239
10616.wav,4.537
10617.wav,1.636
10618.wav,1.463
10619.wav,0.969
1062.wav,1.082
10620.wav,3.2
10621.wav,2.07
10622.wav,2.526
10623.wav,2.887
10624.wav,1.45
10625.wav,1.131
10626.wav,4.512
10627.wav,5.478
10628.wav,4.313
10629.wav,2.976
1063.wav,2.379
10630.wav,6.077
10631.wav,12.329
10632.wav,1.177
10633.wav,2.916
10634.wav,5.011
10635.wav,2.535
10636.wav,5.042
10637.wav,4.731
10638.wav,2.22
10639.wav,2.524
1064.wav,2.236
10640.wav,8.316
10641.wav,5.18
10642.wav,3.487
10643.wav,7.45
10644.wav,5.889
10645.wav,2.578
10646.wav,1.706
10647.wav,3.17
10648.wav,3.927
10649.wav,4.075
1065.wav,4.921
10650.wav,16.222
10651.wav,4.352
10652.wav,8.25
10653.wav,3.901
10654.wav,8.246
10655.wav,1.323
10656.wav,3.515
10657.wav,3.095
10658.wav,5.45
10659.wav,5.255
1066.wav,3.021
10660.wav,2.282
10661.wav,22.126
10662.wav,2.641
10663.wav,5.416
10664.wav,2.982
10665.wav,5.221
10666.wav,1.291
10667.wav,10.251
10668.wav,1.115
10669.wav,7.995
1067.wav,4.698
10670.wav,6.315
10671.wav,6.14
10672.wav,9.132
10673.wav,1.911
10674.wav,3.294
10675.wav,11.846
10676.wav,2.825
10677.wav,2.871
10678.wav,3.371
10679.wav,3.763
1068.wav,3.942
10680.wav,1.306
10681.wav,4.123
10682.wav,4.066
10683.wav,10.442
10684.wav,2.651
10685.wav,3.209
10686.wav,3.194
10687.wav,4.486
10688.wav,3.564
10689.wav,3.735
1069.wav,2.498
10690.wav,1.583
10691.wav,1.673
10692.wav,5.074
10693.wav,2.333
10694.wav,2.092
10695.wav,6.464
10696.wav,2.647
10697.wav,9.644
10698.wav,1.59
10699.wav,2.033
107.wav,5.363
1070.wav,2.404
10700.wav,1.965
10701.wav,1.731
10702.wav,4.438
10703.wav,1.305
10704.wav,2.696
10705.wav,2.112
10706.wav,3.065
10707.wav,5.084
10708.wav,5.212
10709.wav,3.987
1071.wav,16.283
10710.wav,5.731
10711.wav,1.434
10712.wav,5.947
10713.wav,1.812
10714.wav,1.588
10715.wav,2.242
10716.wav,1.51
10717.wav,1.532
10718.wav,1.788
10719.wav,6.523
1072.wav,3.913
10720.wav,6.67
10721.wav,3.471
10722.wav,2.069
10723.wav,7.456
10724.wav,1.907
10725.wav,2.411
10726.wav,7.668
10727.wav,4.704
10728.wav,2.362
10729.wav,1.859
1073.wav,6.918
10730.wav,4.734
10731.wav,2.529
10732.wav,4.004
10733.wav,0.836
10734.wav,3.223
10735.wav,1.484
10736.wav,2.276
10737.wav,6.776
10738.wav,1.0
10739.wav,1.695
1074.wav,2.453
10740.wav,4.298
10741.wav,7.329
10742.wav,6.559
10743.wav,1.586
10744.wav,1.16
10745.wav,1.177
10746.wav,10.199
10747.wav,2.284
10748.wav,5.264
10749.wav,2.389
1075.wav,4.091
10750.wav,5.56
10751.wav,2.125
10752.wav,14.763
10753.wav,2.039
10754.wav,0.774
10755.wav,5.468
10756.wav,2.285
10757.wav,3.368
10758.wav,2.608
10759.wav,1.988
1076.wav,2.323
10760.wav,1.586
10761.wav,3.638
10762.wav,1.43
10763.wav,2.656
10764.wav,3.619
10765.wav,2.154
10766.wav,3.849
10767.wav,3.032
10768.wav,5.559
10769.wav,6.151
1077.wav,4.351
10770.wav,3.918
10771.wav,6.769
10772.wav,1.557
10773.wav,3.313
10774.wav,1.568
10775.wav,2.086
10776.wav,7.76
10777.wav,22.217
10778.wav,2.089
10779.wav,2.711
1078.wav,2.203
10780.wav,2.163
10781.wav,2.99
10782.wav,2.266
10783.wav,11.969
10784.wav,2.17
10785.wav,1.375
10786.wav,3.589
10787.wav,4.69
10788.wav,1.924
10789.wav,3.695
1079.wav,1.581
10790.wav,1.851
10791.wav,5.302
10792.wav,4.54
10793.wav,1.919
10794.wav,3.361
10795.wav,7.305
10796.wav,2.491
10797.wav,4.575
10798.wav,4.612
10799.wav,4.792
108.wav,1.723
1080.wav,10.074
10800.wav,6.542
10801.wav,3.212
10802.wav,2.522
10803.wav,2.186
10804.wav,4.883
10805.wav,5.035
10806.wav,1.169
10807.wav,2.07
10808.wav,1.466
10809.wav,3.78
1081.wav,4.818
10810.wav,0.71
10811.wav,2.39
10812.wav,4.48
10813.wav,5.138
10814.wav,1.392
10815.wav,5.67
10816.wav,2.554
10817.wav,8.254
10818.wav,1.793
10819.wav,5.46
1082.wav,4.315
10820.wav,3.017
10821.wav,9.455
10822.wav,1.45
10823.wav,3.247
10824.wav,3.648
10825.wav,3.821
10826.wav,10.601
10827.wav,4.975
10828.wav,3.032
10829.wav,2.819
1083.wav,2.601
10830.wav,9.741
10831.wav,4.685
10832.wav,4.424
10833.wav,2.399
10834.wav,0.885
10835.wav,1.437
10836.wav,3.229
10837.wav,2.379
10838.wav,2.08
10839.wav,1.355
1084.wav,1.442
10840.wav,1.443
10841.wav,7.307
10842.wav,1.634
10843.wav,2.88
10844.wav,2.946
10845.wav,2.541
10846.wav,4.023
10847.wav,3.233
10848.wav,10.264
10849.wav,2.512
1085.wav,3.752
10850.wav,3.595
10851.wav,4.747
10852.wav,3.078
10853.wav,2.644
10854.wav,2.402
10855.wav,4.35
10856.wav,2.329
10857.wav,9.352
10858.wav,7.19
10859.wav,7.952
1086.wav,7.708
10860.wav,5.389
10861.wav,2.032
10862.wav,12.302
10863.wav,1.948
10864.wav,1.13
10865.wav,2.831
10866.wav,4.052
10867.wav,3.307
10868.wav,9.25
10869.wav,9.095
1087.wav,6.175
10870.wav,4.082
10871.wav,1.736
10872.wav,1.784
10873.wav,1.586
10874.wav,3.561
10875.wav,12.386
10876.wav,4.948
10877.wav,5.169
10878.wav,6.101
10879.wav,1.809
1088.wav,1.029
10880.wav,7.382
10881.wav,13.559
10882.wav,14.132
10883.wav,5.141
10884.wav,5.538
10885.wav,4.993
10886.wav,2.038
10887.wav,3.031
10888.wav,2.03
10889.wav,4.924
1089.wav,2.032
10890.wav,2.488
10891.wav,3.371
10892.wav,2.408
10893.wav,1.412
10894.wav,1.983
10895.wav,3.934
10896.wav,14.602
10897.wav,5.01
10898.wav,2.697
10899.wav,4.006
109.wav,1.972
1090.wav,1.476
10900.wav,7.813
10901.wav,4.353
10902.wav,6.261
10903.wav,1.715
10904.wav,1.488
10905.wav,13.039
10906.wav,5.441
10907.wav,3.411
10908.wav,3.23
10909.wav,3.231
1091.wav,4.193
10910.wav,3.081
10911.wav,0.797
10912.wav,1.617
10913.wav,5.596
10914.wav,3.508
10915.wav,5.779
10916.wav,2.151
10917.wav,1.907
10918.wav,2.387
10919.wav,2.019
1092.wav,4.769
10920.wav,7.116
10921.wav,3.397
10922.wav,12.33
10923.wav,12.614
10924.wav,11.639
10925.wav,6.441
10926.wav,10.733
10927.wav,0.805
10928.wav,2.045
10929.wav,7.299
1093.wav,3.701
10930.wav,3.323
10931.wav,1.972
10932.wav,1.875
10933.wav,7.664
10934.wav,7.102
10935.wav,2.495
10936.wav,2.639
10937.wav,3.242
10938.wav,4.789
10939.wav,6.445
1094.wav,1.501
10940.wav,3.971
10941.wav,2.179
10942.wav,1.247
10943.wav,1.341
10944.wav,1.896
10945.wav,3.471
10946.wav,2.507
10947.wav,1.781
10948.wav,2.215
10949.wav,2.278
1095.wav,7.49
10950.wav,1.562
10951.wav,1.717
10952.wav,11.786
10953.wav,1.41
10954.wav,2.146
10955.wav,5.276
10956.wav,5.318
10957.wav,4.896
10958.wav,2.431
10959.wav,1.862
1096.wav,2.644
10960.wav,3.072
10961.wav,2.654
10962.wav,5.912
10963.wav,4.578
10964.wav,1.651
10965.wav,1.9
10966.wav,1.917
10967.wav,5.846
10968.wav,13.43
10969.wav,3.885
1097.wav,9.029
10970.wav,1.706
10971.wav,1.675
10972.wav,1.463
10973.wav,0.877
10974.wav,3.665
10975.wav,8.387
10976.wav,4.925
10977.wav,1.925
10978.wav,3.898
10979.wav,3.365
1098.wav,4.329
10980.wav,2.528
10981.wav,1.984
10982.wav,4.227
10983.wav,2.133
10984.wav,2.791
10985.wav,3.681
10986.wav,3.782
10987.wav,2.874
10988.wav,2.459
10989.wav,12.023
1099.wav,2.959
10990.wav,6.387
10991.wav,1.119
10992.wav,4.959
10993.wav,6.027
10994.wav,1.695
10995.wav,4.077
10996.wav,1.382
10997.wav,2.091
10998.wav,4.232
10999.wav,1.257
11.wav,4.138
110.wav,3.397
1100.wav,4.314
11000.wav,1.938
11001.wav,11.498
11002.wav,2.469
11003.wav,4.774
11004.wav,2.942
11005.wav,2.659
11006.wav,4.054
11007.wav,4.174
11008.wav,1.418
11009.wav,1.847
1101.wav,4.665
11010.wav,2.104
11011.wav,14.044
11012.wav,3.721
11013.wav,4.263
11014.wav,2.44
11015.wav,2.055
11016.wav,3.566
11017.wav,1.213
11018.wav,5.887
11019.wav,1.428
1102.wav,2.818
11020.wav,1.172
11021.wav,3.707
11022.wav,3.247
11023.wav,8.64
11024.wav,9.192
11025.wav,7.773
11026.wav,2.26
11027.wav,2.413
11028.wav,3.385
11029.wav,1.873
1103.wav,2.421
11030.wav,2.29
11031.wav,2.086
11032.wav,3.86
11033.wav,2.02
11034.wav,1.238
11035.wav,6.008
11036.wav,9.843
11037.wav,1.686
11038.wav,1.101
11039.wav,3.216
1104.wav,8.626
11040.wav,1.75
11041.wav,5.002
11042.wav,2.591
11043.wav,1.928
11044.wav,1.261
11045.wav,5.031
11046.wav,2.198
11047.wav,4.998
11048.wav,6.16
11049.wav,3.371
1105.wav,8.654
11050.wav,2.348
11051.wav,7.165
11052.wav,2.546
11053.wav,2.337
11054.wav,2.57
11055.wav,2.892
11056.wav,2.788
11057.wav,5.117
11058.wav,2.895
11059.wav,3.348
1106.wav,2.258
11060.wav,1.948
11061.wav,6.684
11062.wav,1.964
11063.wav,2.712
11064.wav,6.235
11065.wav,1.895
11066.wav,3.083
11067.wav,7.499
11068.wav,3.114
11069.wav,3.554
1107.wav,2.956
11070.wav,3.762
11071.wav,6.142
11072.wav,7.059
11073.wav,2.135
11074.wav,4.802
11075.wav,5.02
11076.wav,3.232
11077.wav,2.696
11078.wav,5.876
11079.wav,5.839
1108.wav,2.965
11080.wav,8.093
11081.wav,7.929
11082.wav,0.923
11083.wav,1.186
11084.wav,3.231
11085.wav,1.396
11086.wav,3.351
11087.wav,6.335
11088.wav,0.851
11089.wav,1.485
1109.wav,3.535
11090.wav,5.873
11091.wav,5.977
11092.wav,3.117
11093.wav,3.649
11094.wav,6.026
11095.wav,2.049
11096.wav,7.206
11097.wav,2.32
11098.wav,0.898
11099.wav,19.149
111.wav,2.628
1110.wav,4.372
11100.wav,5.184
11101.wav,5.908
11102.wav,3.749
11103.wav,10.269
11104.wav,1.009
11105.wav,2.537
11106.wav,1.381
11107.wav,16.669
11108.wav,6.862
11109.wav,0.954
1111.wav,2.713
11110.wav,2.181
11111.wav,2.31
11112.wav,1.561
11113.wav,6.208
11114.wav,5.245
11115.wav,1.488
11116.wav,3.974
11117.wav,5.46
11118.wav,7.305
11119.wav,3.301
1112.wav,1.061
11120.wav,1.235
11121.wav,3.395
11122.wav,1.269
11123.wav,3.539
11124.wav,3.435
11125.wav,3.681
11126.wav,1.996
11127.wav,2.567
11128.wav,2.289
11129.wav,6.45
1113.wav,1.638
11130.wav,5.325
11131.wav,3.135
11132.wav,3.907
11133.wav,5.281
11134.wav,4.168
11135.wav,1.245
11136.wav,0.833
11137.wav,2.873
11138.wav,6.607
11139.wav,2.043
1114.wav,4.189
11140.wav,7.82
11141.wav,3.382
11142.wav,2.382
11143.wav,3.875
11144.wav,2.083
11145.wav,6.27
11146.wav,0.86
11147.wav,4.792
11148.wav,2.543
11149.wav,2.372
1115.wav,4.047
11150.wav,3.933
11151.wav,3.631
11152.wav,6.129
11153.wav,2.631
11154.wav,1.824
11155.wav,3.256
11156.wav,1.29
11157.wav,1.441
11158.wav,3.348
11159.wav,1.646
1116.wav,2.191
11160.wav,2.688
11161.wav,3.013
11162.wav,5.113
11163.wav,1.836
11164.wav,4.433
11165.wav,3.007
11166.wav,1.597
11167.wav,4.335
11168.wav,3.105
11169.wav,1.794
1117.wav,2.525
11170.wav,4.108
11171.wav,4.622
11172.wav,2.077
11173.wav,2.77
11174.wav,1.425
11175.wav,6.762
11176.wav,1.367
11177.wav,1.394
11178.wav,4.188
11179.wav,3.625
1118.wav,7.586
11180.wav,1.823
11181.wav,0.866
11182.wav,1.507
11183.wav,0.883
11184.wav,3.315
11185.wav,19.773
11186.wav,8.349
11187.wav,6.862
11188.wav,3.886
11189.wav,3.36
1119.wav,1.481
11190.wav,4.081
11191.wav,2.339
11192.wav,2.127
11193.wav,6.768
11194.wav,3.601
11195.wav,6.437
11196.wav,1.168
11197.wav,3.714
11198.wav,1.431
11199.wav,2.531
112.wav,4.055
1120.wav,0.704
11200.wav,3.799
11201.wav,2.088
11202.wav,2.006
11203.wav,4.385
11204.wav,2.708
11205.wav,6.032
11206.wav,2.769
11207.wav,3.83
11208.wav,1.398
11209.wav,4.544
1121.wav,8.832
11210.wav,3.85
11211.wav,2.292
11212.wav,4.162
11213.wav,7.25
11214.wav,1.366
11215.wav,4.877
11216.wav,1.992
11217.wav,2.128
11218.wav,3.648
11219.wav,3.19
1122.wav,2.766
11220.wav,1.776
11221.wav,1.699
11222.wav,2.758
11223.wav,2.25
11224.wav,4.413
11225.wav,1.708
11226.wav,7.89
11227.wav,3.073
11228.wav,1.706
11229.wav,3.707
1123.wav,1.979
11230.wav,2.86
11231.wav,3.258
11232.wav,4.631
11233.wav,3.272
11234.wav,5.424
11235.wav,3.627
11236.wav,1.597
11237.wav,5.216
11238.wav,2.28
11239.wav,7.299
1124.wav,1.435
11240.wav,2.837
11241.wav,4.253
11242.wav,4.653
11243.wav,4.599
11244.wav,1.729
11245.wav,16.324
11246.wav,2.978
11247.wav,5.06
11248.wav,0.843
11249.wav,5.704
1125.wav,7.604
11250.wav,1.641
11251.wav,4.979
11252.wav,1.011
11253.wav,1.761
11254.wav,1.025
11255.wav,1.478
11256.wav,2.115
