file,duration
ben_tts_00076.wav,3.088
ben_tts_00077.wav,3.296
ben_tts_00078.wav,3.376
ben_tts_00079.wav,2.448
ben_tts_00080.wav,4.48
ben_tts_00081.wav,3.872
ben_tts_00082.wav,4.848
ben_tts_00083.wav,4.72
ben_tts_00084.wav,3.104
ben_tts_00085.wav,4.416
ben_tts_00086.wav,2.736
ben_tts_00087.wav,3.152
ben_tts_00088.wav,3.456
ben_tts_00089.wav,2.32
ben_tts_00090.wav,4.208
ben_tts_00091.wav,4.656
ben_tts_00092.wav,5.92
ben_tts_00093.wav,4.576
ben_tts_00094.wav,4.8
ben_tts_00095.wav,4.4
ben_tts_00096.wav,2.848
ben_tts_00097.wav,3.584
ben_tts_00098.wav,2.96
ben_tts_00099.wav,2.208
ben_tts_00100.wav,4.24
ben_tts_00101.wav,4.288
ben_tts_00102.wav,6.416
ben_tts_00103.wav,4.448
ben_tts_00104.wav,4.128
ben_tts_00105.wav,3.728
ben_tts_00106.wav,2.96
ben_tts_00107.wav,3.472
ben_tts_00108.wav,3.616
ben_tts_00109.wav,1.968
ben_tts_00110.wav,5.264
ben_tts_00111.wav,4.528
ben_tts_00112.wav,6.032
ben_tts_00113.wav,4.304
ben_tts_00114.wav,3.632
ben_tts_00115.wav,3.744
ben_tts_00116.wav,2.976
ben_tts_00117.wav,3.2
ben_tts_00118.wav,3.104
ben_tts_00119.wav,1.888
ben_tts_00120.wav,5.488
ben_tts_00121.wav,3.888
ben_tts_00122.wav,5.056
ben_tts_00123.wav,4.56
ben_tts_00124.wav,4.0
ben_tts_00125.wav,3.616
ben_tts_00126.wav,3.248
ben_tts_00127.wav,3.424
ben_tts_00128.wav,3.104
ben_tts_00129.wav,2.064
ben_tts_00130.wav,4.144
ben_tts_00131.wav,3.92
ben_tts_00132.wav,4.896
ben_tts_00133.wav,3.424
ben_tts_00134.wav,5.04
ben_tts_00135.wav,4.24
ben_tts_00136.wav,2.592
ben_tts_00137.wav,3.12
ben_tts_00138.wav,3.248
ben_tts_00139.wav,2.416
ben_tts_00140.wav,4.528
ben_tts_00141.wav,3.808
ben_tts_00142.wav,5.6
ben_tts_00143.wav,3.952
ben_tts_00144.wav,4.272
ben_tts_00145.wav,4.528
ben_tts_00146.wav,2.784
ben_tts_00147.wav,3.232
ben_tts_00148.wav,2.864
ben_tts_00149.wav,1.968
ben_tts_00150.wav,5.28
ben_tts_00151.wav,3.6
ben_tts_00152.wav,4.944
ben_tts_00153.wav,4.272
ben_tts_00154.wav,3.696
ben_tts_00155.wav,4.272
ben_tts_00156.wav,2.816
ben_tts_00157.wav,3.456
ben_tts_00158.wav,3.504
ben_tts_00159.wav,2.016
hin_tts_00000.wav,4.608
hin_tts_00001.wav,6.256
hin_tts_00002.wav,6.08
hin_tts_00003.wav,4.56
hin_tts_00004.wav,4.32
hin_tts_00005.wav,5.408
hin_tts_00006.wav,3.232
hin_tts_00007.wav,2.864
hin_tts_00008.wav,4.08
hin_tts_00009.wav,2.784
hin_tts_00010.wav,3.68
hin_tts_00011.wav,2.496
hin_tts_00012.wav,3.808
hin_tts_00013.wav,2.864
hin_tts_00014.wav,2.48
hin_tts_00015.wav,3.056
hin_tts_00016.wav,4.16
hin_tts_00017.wav,5.584
hin_tts_00018.wav,2.784
hin_tts_00019.wav,2.352
hin_tts_00020.wav,5.008
hin_tts_00021.wav,5.52
hin_tts_00022.wav,5.28
hin_tts_00023.wav,5.216
hin_tts_00024.wav,4.096
hin_tts_00025.wav,6.128
hin_tts_00026.wav,3.36
hin_tts_00027.wav,2.912
hin_tts_00028.wav,3.84
hin_tts_00029.wav,3.008
hin_tts_00030.wav,3.232
hin_tts_00031.wav,2.656
hin_tts_00032.wav,4.096
hin_tts_00033.wav,2.944
hin_tts_00034.wav,3.104
hin_tts_00035.wav,3.424
hin_tts_00036.wav,2.784
hin_tts_00037.wav,3.264
hin_tts_00038.wav,2.64
hin_tts_00039.wav,2.992
hin_tts_00040.wav,5.152
hin_tts_00041.wav,5.12
hin_tts_00042.wav,4.864
hin_tts_00043.wav,4.944
hin_tts_00044.wav,4.736
hin_tts_00045.wav,5.808
hin_tts_00046.wav,3.888
hin_tts_00047.wav,3.984
hin_tts_00048.wav,4.496
hin_tts_00049.wav,3.168
hin_tts_00050.wav,3.376
hin_tts_00051.wav,2.832
hin_tts_00052.wav,4.208
hin_tts_00053.wav,3.12
hin_tts_00054.wav,2.864
hin_tts_00055.wav,3.52
hin_tts_00056.wav,3.664
hin_tts_00057.wav,3.792
hin_tts_00058.wav,3.12
hin_tts_00059.wav,2.784
hin_tts_00060.wav,5.152
hin_tts_00061.wav,6.064
hin_tts_00062.wav,6.32
hin_tts_00063.wav,5.024
hin_tts_00064.wav,3.984
hin_tts_00065.wav,5.056
hin_tts_00066.wav,3.52
hin_tts_00067.wav,3.616
hin_tts_00068.wav,4.048
hin_tts_00069.wav,2.864
hin_tts_00070.wav,3.648
hin_tts_00071.wav,2.784
hin_tts_00072.wav,3.952
hin_tts_00073.wav,2.624
hin_tts_00074.wav,2.96
hin_tts_00075.wav,3.696
hin_tts_00076.wav,4.384
hin_tts_00077.wav,3.232
hin_tts_00078.wav,3.2
hin_tts_00079.wav,3.04
hin_tts_00080.wav,4.752
hin_tts_00081.wav,5.776
hin_tts_00082.wav,4.912
hin_tts_00083.wav,5.056
hin_tts_00084.wav,3.632
hin_tts_00085.wav,5.712
hin_tts_00086.wav,3.44
hin_tts_00087.wav,3.088
hin_tts_00088.wav,4.384
hin_tts_00089.wav,3.728
hin_tts_00090.wav,3.408
hin_tts_00091.wav,3.568
hin_tts_00092.wav,4.368
hin_tts_00093.wav,3.088
hin_tts_00094.wav,3.216
hin_tts_00095.wav,3.952
hin_tts_00096.wav,4.032
hin_tts_00097.wav,3.776
hin_tts_00098.wav,3.088
hin_tts_00099.wav,2.592
hin_tts_00100.wav,4.624
hin_tts_00101.wav,6.736
hin_tts_00102.wav,6.176
hin_tts_00103.wav,5.36
hin_tts_00104.wav,3.856
hin_tts_00105.wav,4.56
hin_tts_00106.wav,3.984
hin_tts_00107.wav,3.04
hin_tts_00108.wav,4.592
hin_tts_00109.wav,2.976
hin_tts_00110.wav,3.904
hin_tts_00111.wav,3.504
hin_tts_00112.wav,4.384
hin_tts_00113.wav,2.848
hin_tts_00114.wav,2.528
hin_tts_00115.wav,2.8
hin_tts_00116.wav,3.072
hin_tts_00117.wav,3.568
hin_tts_00118.wav,2.784
hin_tts_00119.wav,2.192
hin_tts_00120.wav,6.224
hin_tts_00121.wav,6.944
hin_tts_00122.wav,5.2
hin_tts_00123.wav,5.312
hin_tts_00124.wav,4.336
hin_tts_00125.wav,4.576
hin_tts_00126.wav,3.92
hin_tts_00127.wav,3.2
hin_tts_00128.wav,4.736
hin_tts_00129.wav,3.056
hin_tts_00130.wav,3.2
hin_tts_00131.wav,2.976
hin_tts_00132.wav,3.712
hin_tts_00133.wav,2.672
hin_tts_00134.wav,2.928
hin_tts_00135.wav,3.376
hin_tts_00136.wav,2.944
hin_tts_00137.wav,3.44
hin_tts_00138.wav,3.216
hin_tts_00139.wav,2.992
hin_tts_00140.wav,5.28
hin_tts_00141.wav,5.504
hin_tts_00142.wav,5.344
hin_tts_00143.wav,5.776
hin_tts_00144.wav,4.784
hin_tts_00145.wav,5.744
hin_tts_00146.wav,3.616
hin_tts_00147.wav,2.944
hin_tts_00148.wav,4.08
hin_tts_00149.wav,3.168
hin_tts_00150.wav,3.776
hin_tts_00151.wav,2.4
hin_tts_00152.wav,4.0
hin_tts_00153.wav,3.2
hin_tts_00154.wav,2.736
hin_tts_00155.wav,3.856
hin_tts_00156.wav,3.536
hin_tts_00157.wav,3.312
hin_tts_00158.wav,3.296
hin_tts_00159.wav,2.512
mar_tts_00000.wav,4.16
mar_tts_00001.wav,4.464
mar_tts_00002.wav,4.64
mar_tts_00003.wav,3.584
mar_tts_00004.wav,3.728
mar_tts_00005.wav,4.336
mar_tts_00006.wav,2.592
mar_tts_00007.wav,3.664
mar_tts_00008.wav,2.8
mar_tts_00009.wav,2.464
mar_tts_00010.wav,4.496
mar_tts_00011.wav,3.792
mar_tts_00012.wav,4.544
mar_tts_00013.wav,3.744
mar_tts_00014.wav,3.152
mar_tts_00015.wav,3.68
mar_tts_00016.wav,3.12
mar_tts_00017.wav,3.824
mar_tts_00018.wav,2.608
mar_tts_00019.wav,2.432
mar_tts_00020.wav,4.192
mar_tts_00021.wav,3.872
mar_tts_00022.wav,4.704
mar_tts_00023.wav,3.712
mar_tts_00024.wav,3.744
mar_tts_00025.wav,4.432
mar_tts_00026.wav,2.448
mar_tts_00027.wav,3.248
mar_tts_00028.wav,2.24
mar_tts_00029.wav,2.304
mar_tts_00030.wav,4.224
mar_tts_00031.wav,3.856
mar_tts_00032.wav,4.352
mar_tts_00033.wav,3.936
mar_tts_00034.wav,3.648
mar_tts_00035.wav,4.352
mar_tts_00036.wav,2.672
mar_tts_00037.wav,3.424
mar_tts_00038.wav,2.32
mar_tts_00039.wav,3.2
mar_tts_00040.wav,4.64
mar_tts_00041.wav,3.648
mar_tts_00042.wav,4.288
mar_tts_00043.wav,4.064
mar_tts_00044.wav,4.16
mar_tts_00045.wav,4.144
mar_tts_00046.wav,3.152
mar_tts_00047.wav,4.32
mar_tts_00048.wav,2.592
mar_tts_00049.wav,2.24
mar_tts_00050.wav,4.384
mar_tts_00051.wav,3.68
mar_tts_00052.wav,5.28
mar_tts_00053.wav,4.128
mar_tts_00054.wav,3.584
mar_tts_00055.wav,4.176
mar_tts_00056.wav,2.816
mar_tts_00057.wav,3.824
mar_tts_00058.wav,2.752
mar_tts_00059.wav,2.544
mar_tts_00060.wav,4.352
mar_tts_00061.wav,4.144
mar_tts_00062.wav,5.472
mar_tts_00063.wav,3.824
mar_tts_00064.wav,3.152
mar_tts_00065.wav,4.624
mar_tts_00066.wav,2.976
mar_tts_00067.wav,3.968
mar_tts_00068.wav,2.784
mar_tts_00069.wav,2.32
mar_tts_00070.wav,4.512
mar_tts_00071.wav,3.664
mar_tts_00072.wav,4.576
mar_tts_00073.wav,3.12
mar_tts_00074.wav,4.112
mar_tts_00075.wav,4.832
mar_tts_00076.wav,3.312
mar_tts_00077.wav,3.392
mar_tts_00078.wav,3.008
mar_tts_00079.wav,2.992
mar_tts_00080.wav,4.176
mar_tts_00081.wav,4.032
mar_tts_00082.wav,4.24
mar_tts_00083.wav,4.256
mar_tts_00084.wav,3.36
mar_tts_00085.wav,4.16
mar_tts_00086.wav,2.896
mar_tts_00087.wav,3.728
mar_tts_00088.wav,2.464
mar_tts_00089.wav,3.04
mar_tts_00090.wav,4.448
mar_tts_00091.wav,4.624
mar_tts_00092.wav,5.104
mar_tts_00093.wav,3.808
mar_tts_00094.wav,4.208
mar_tts_00095.wav,4.496
mar_tts_00096.wav,2.928
mar_tts_00097.wav,3.824
mar_tts_00098.wav,2.784
mar_tts_00099.wav,2.736
mar_tts_00100.wav,4.208
mar_tts_00101.wav,4.192
mar_tts_00102.wav,5.472
mar_tts_00103.wav,4.128
mar_tts_00104.wav,3.728
mar_tts_00105.wav,3.968
mar_tts_00106.wav,3.232
mar_tts_00107.wav,3.44
mar_tts_00108.wav,2.944
mar_tts_00109.wav,2.368
mar_tts_00110.wav,5.28
mar_tts_00111.wav,4.672
mar_tts_00112.wav,5.296
mar_tts_00113.wav,3.84
mar_tts_00114.wav,3.232
mar_tts_00115.wav,3.76
mar_tts_00116.wav,2.72
mar_tts_00117.wav,3.584
mar_tts_00118.wav,2.672
mar_tts_00119.wav,2.272
mar_tts_00120.wav,5.008
mar_tts_00121.wav,3.696
mar_tts_00122.wav,4.544
mar_tts_00123.wav,4.08
mar_tts_00124.wav,3.872
mar_tts_00125.wav,3.472
mar_tts_00126.wav,3.328
mar_tts_00127.wav,3.696
mar_tts_00128.wav,2.496
mar_tts_00129.wav,2.464
mar_tts_00130.wav,4.224
mar_tts_00131.wav,3.776
mar_tts_00132.wav,4.512
mar_tts_00133.wav,3.408
mar_tts_00134.wav,4.528
mar_tts_00135.wav,4.944
mar_tts_00136.wav,2.48
mar_tts_00137.wav,3.312
mar_tts_00138.wav,2.992
mar_tts_00139.wav,2.912
mar_tts_00140.wav,4.736
mar_tts_00141.wav,3.648
mar_tts_00142.wav,5.136
mar_tts_00143.wav,4.304
mar_tts_00144.wav,4.464
mar_tts_00145.wav,4.192
mar_tts_00146.wav,3.008
mar_tts_00147.wav,3.312
mar_tts_00148.wav,2.72
mar_tts_00149.wav,2.464
mar_tts_00150.wav,5.2
mar_tts_00151.wav,3.568
mar_tts_00152.wav,4.464
mar_tts_00153.wav,3.984
mar_tts_00154.wav,3.472
mar_tts_00155.wav,4.208
mar_tts_00156.wav,2.912
mar_tts_00157.wav,3.424
mar_tts_00158.wav,3.216
mar_tts_00159.wav,2.368
tam_tts_00000.wav,4.992
tam_tts_00001.wav,5.568
tam_tts_00002.wav,4.432
tam_tts_00003.wav,4.72
tam_tts_00004.wav,3.84
tam_tts_00005.wav,3.728
tam_tts_00006.wav,3.536
tam_tts_00007.wav,3.68
tam_tts_00008.wav,2.816
tam_tts_00009.wav,2.768
tam_tts_00010.wav,5.104
tam_tts_00011.wav,5.072
tam_tts_00012.wav,4.512
tam_tts_00013.wav,4.88
tam_tts_00014.wav,3.392
tam_tts_00015.wav,2.992
tam_tts_00016.wav,4.928
tam_tts_00017.wav,3.936
tam_tts_00018.wav,2.72
tam_tts_00019.wav,2.768
tam_tts_00020.wav,5.296
tam_tts_00021.wav,4.848
tam_tts_00022.wav,4.688
tam_tts_00023.wav,5.04
tam_tts_00024.wav,3.328
tam_tts_00025.wav,3.84
tam_tts_00026.wav,3.344
tam_tts_00027.wav,3.552
tam_tts_00028.wav,2.608
tam_tts_00029.wav,2.624
tam_tts_00030.wav,4.848
tam_tts_00031.wav,5.2
tam_tts_00032.wav,4.752
tam_tts_00033.wav,4.944
tam_tts_00034.wav,3.792
tam_tts_00035.wav,3.52
tam_tts_00036.wav,3.488
tam_tts_00037.wav,3.776
tam_tts_00038.wav,2.528
tam_tts_00039.wav,3.376
tam_tts_00040.wav,5.376
tam_tts_00041.wav,4.72
tam_tts_00042.wav,4.416
tam_tts_00043.wav,5.264
tam_tts_00044.wav,3.872
tam_tts_00045.wav,3.328
tam_tts_00046.wav,3.808
tam_tts_00047.wav,4.32
tam_tts_00048.wav,2.992
tam_tts_00049.wav,2.608
tam_tts_00050.wav,5.216
tam_tts_00051.wav,5.248
tam_tts_00052.wav,5.296
tam_tts_00053.wav,5.44
tam_tts_00054.wav,3.552
tam_tts_00055.wav,4.288
tam_tts_00056.wav,3.728
tam_tts_00057.wav,3.92
tam_tts_00058.wav,2.72
tam_tts_00059.wav,3.04
tam_tts_00060.wav,4.56
tam_tts_00061.wav,5.92
tam_tts_00062.wav,5.648
tam_tts_00063.wav,5.312
tam_tts_00064.wav,3.232
tam_tts_00065.wav,3.584
tam_tts_00066.wav,5.216
tam_tts_00067.wav,4.144
tam_tts_00068.wav,2.672
tam_tts_00069.wav,2.576
tam_tts_00070.wav,4.992
tam_tts_00071.wav,4.96
tam_tts_00072.wav,4.752
tam_tts_00073.wav,4.48
tam_tts_00074.wav,5.312
tam_tts_00075.wav,4.224
tam_tts_00076.wav,4.288
tam_tts_00077.wav,3.712
tam_tts_00078.wav,3.136
tam_tts_00079.wav,3.168
tam_tts_00080.wav,4.816
tam_tts_00081.wav,5.296
tam_tts_00082.wav,4.336
tam_tts_00083.wav,5.856
tam_tts_00084.wav,3.168
tam_tts_00085.wav,3.472
tam_tts_00086.wav,3.664
tam_tts_00087.wav,3.552
tam_tts_00088.wav,2.88
tam_tts_00089.wav,3.136
tam_tts_00090.wav,5.424
tam_tts_00091.wav,5.856
tam_tts_00092.wav,5.232
tam_tts_00093.wav,4.768
tam_tts_00094.wav,4.176
tam_tts_00095.wav,4.064
tam_tts_00096.wav,3.856
tam_tts_00097.wav,4.096
tam_tts_00098.wav,2.864
tam_tts_00099.wav,2.96
tam_tts_00100.wav,5.232
tam_tts_00101.wav,5.44
tam_tts_00102.wav,5.632
tam_tts_00103.wav,5.68
tam_tts_00104.wav,3.536
tam_tts_00105.wav,3.472
tam_tts_00106.wav,3.808
tam_tts_00107.wav,3.664
tam_tts_00108.wav,3.12
tam_tts_00109.wav,2.592
tam_tts_00110.wav,6.08
tam_tts_00111.wav,6.416
tam_tts_00112.wav,5.6
tam_tts_00113.wav,4.848
tam_tts_00114.wav,3.152
tam_tts_00115.wav,3.264
tam_tts_00116.wav,3.408
tam_tts_00117.wav,4.0
tam_tts_00118.wav,2.64
tam_tts_00119.wav,2.496
tam_tts_00120.wav,6.032
tam_tts_00121.wav,4.608
tam_tts_00122.wav,4.464
tam_tts_00123.wav,5.408
tam_tts_00124.wav,3.808
tam_tts_00125.wav,3.056
tam_tts_00126.wav,4.16
tam_tts_00127.wav,4.016
tam_tts_00128.wav,2.672
tam_tts_00129.wav,2.768
tam_tts_00130.wav,4.832
tam_tts_00131.wav,5.184
tam_tts_00132.wav,4.672
tam_tts_00133.wav,4.72
tam_tts_00134.wav,4.128
tam_tts_00135.wav,3.552
tam_tts_00136.wav,3.488
tam_tts_00137.wav,3.68
tam_tts_00138.wav,3.04
tam_tts_00139.wav,3.456
tam_tts_00140.wav,5.648
tam_tts_00141.wav,5.472
tam_tts_00142.wav,4.992
tam_tts_00143.wav,5.872
tam_tts_00144.wav,4.288
tam_tts_00145.wav,4.064
tam_tts_00146.wav,3.904
tam_tts_00147.wav,3.616
tam_tts_00148.wav,2.736
tam_tts_00149.wav,2.704
tam_tts_00150.wav,5.776
tam_tts_00151.wav,4.736
tam_tts_00152.wav,4.64
tam_tts_00153.wav,5.456
tam_tts_00154.wav,3.296
tam_tts_00155.wav,4.096
tam_tts_00156.wav,4.448
tam_tts_00157.wav,3.68
tam_tts_00158.wav,3.024
tam_tts_00159.wav,2.608
tel_tts_00000.wav,5.408
tel_tts_00001.wav,4.368
tel_tts_00002.wav,5.088
tel_tts_00003.wav,4.64
tel_tts_00004.wav,3.632
tel_tts_00005.wav,4.4
tel_tts_00006.wav,4.32
tel_tts_00007.wav,4.704
tel_tts_00008.wav,2.448
tel_tts_00009.wav,3.232
tel_tts_00010.wav,5.856
tel_tts_00011.wav,4.576
tel_tts_00012.wav,4.496
tel_tts_00013.wav,4.544
tel_tts_00014.wav,3.424
tel_tts_00015.wav,3.712
tel_tts_00016.wav,5.376
tel_tts_00017.wav,6.064
tel_tts_00018.wav,2.432
tel_tts_00019.wav,3.136
tel_tts_00020.wav,5.696
tel_tts_00021.wav,4.736
tel_tts_00022.wav,5.152
tel_tts_00023.wav,5.216
tel_tts_00024.wav,3.792
tel_tts_00025.wav,4.544
tel_tts_00026.wav,3.872
tel_tts_00027.wav,3.984
tel_tts_00028.wav,2.368
tel_tts_00029.wav,2.96
tel_tts_00030.wav,5.264
tel_tts_00031.wav,4.528
tel_tts_00032.wav,4.784
tel_tts_00033.wav,4.896
tel_tts_00034.wav,3.696
tel_tts_00035.wav,4.352
tel_tts_00036.wav,4.016
tel_tts_00037.wav,4.08
tel_tts_00038.wav,2.192
tel_tts_00039.wav,3.696
tel_tts_00040.wav,5.52
tel_tts_00041.wav,4.16
tel_tts_00042.wav,4.496
tel_tts_00043.wav,5.456
tel_tts_00044.wav,4.496
tel_tts_00045.wav,4.432
tel_tts_00046.wav,4.368
tel_tts_00047.wav,6.336
tel_tts_00048.wav,2.704
tel_tts_00049.wav,2.88
tel_tts_00050.wav,5.696
tel_tts_00051.wav,4.496
tel_tts_00052.wav,5.216
tel_tts_00053.wav,5.36
tel_tts_00054.wav,3.488
tel_tts_00055.wav,4.224
tel_tts_00056.wav,4.848
tel_tts_00057.wav,4.944
tel_tts_00058.wav,2.784
tel_tts_00059.wav,3.584
tel_tts_00060.wav,5.616
tel_tts_00061.wav,4.416
tel_tts_00062.wav,5.76
tel_tts_00063.wav,5.456
tel_tts_00064.wav,3.376
tel_tts_00065.wav,4.048
tel_tts_00066.wav,4.656
tel_tts_00067.wav,4.624
tel_tts_00068.wav,2.528
tel_tts_00069.wav,2.896
tel_tts_00070.wav,5.872
tel_tts_00071.wav,4.448
tel_tts_00072.wav,4.736
tel_tts_00073.wav,4.048
tel_tts_00074.wav,3.68
tel_tts_00075.wav,4.864
tel_tts_00076.wav,5.136
tel_tts_00077.wav,4.272
tel_tts_00078.wav,2.72
tel_tts_00079.wav,3.856
tel_tts_00080.wav,5.744
tel_tts_00081.wav,4.464
tel_tts_00082.wav,4.4
tel_tts_00083.wav,5.808
tel_tts_00084.wav,3.2
tel_tts_00085.wav,4.768
tel_tts_00086.wav,4.464
tel_tts_00087.wav,5.056
tel_tts_00088.wav,2.704
tel_tts_00089.wav,3.824
tel_tts_00090.wav,5.648
tel_tts_00091.wav,5.712
tel_tts_00092.wav,5.648
tel_tts_00093.wav,5.104
tel_tts_00094.wav,4.304
tel_tts_00095.wav,4.336
tel_tts_00096.wav,4.72
tel_tts_00097.wav,4.384
tel_tts_00098.wav,2.496
tel_tts_00099.wav,3.424
tel_tts_00100.wav,5.424
tel_tts_00101.wav,4.592
tel_tts_00102.wav,6.192
tel_tts_00103.wav,5.68
tel_tts_00104.wav,3.6
tel_tts_00105.wav,3.904
tel_tts_00106.wav,4.384
tel_tts_00107.wav,5.504
tel_tts_00108.wav,2.784
tel_tts_00109.wav,2.864
tel_tts_00110.wav,6.64
tel_tts_00111.wav,5.792
tel_tts_00112.wav,5.392
tel_tts_00113.wav,4.72
tel_tts_00114.wav,3.168
tel_tts_00115.wav,3.744
tel_tts_00116.wav,4.24
tel_tts_00117.wav,5.536
tel_tts_00118.wav,2.352
tel_tts_00119.wav,2.944
tel_tts_00120.wav,6.48
tel_tts_00121.wav,4.464
tel_tts_00122.wav,4.496
tel_tts_00123.wav,5.6
tel_tts_00124.wav,3.728
tel_tts_00125.wav,3.712
tel_tts_00126.wav,4.96
tel_tts_00127.wav,4.832
tel_tts_00128.wav,2.416
tel_tts_00129.wav,3.056
tel_tts_00130.wav,5.36
tel_tts_00131.wav,4.672
tel_tts_00132.wav,4.464
tel_tts_00133.wav,4.384
tel_tts_00134.wav,3.904
tel_tts_00135.wav,4.416
tel_tts_00136.wav,4.096
tel_tts_00137.wav,4.256
tel_tts_00138.wav,2.784
tel_tts_00139.wav,3.632
tel_tts_00140.wav,5.776
tel_tts_00141.wav,4.496
tel_tts_00142.wav,5.072
tel_tts_00143.wav,5.712
tel_tts_00144.wav,4.176
tel_tts_00145.wav,4.672
tel_tts_00146.wav,4.752
tel_tts_00147.wav,4.48
tel_tts_00148.wav,2.4
tel_tts_00149.wav,3.04
tel_tts_00150.wav,6.432
tel_tts_00151.wav,4.224
tel_tts_00152.wav,4.256
tel_tts_00153.wav,5.296
tel_tts_00154.wav,3.536
tel_tts_00155.wav,4.72
tel_tts_00156.wav,4.016
tel_tts_00157.wav,4.896
tel_tts_00158.wav,2.864
tel_tts_00159.wav,3.008
aug_ben_tts_00000.wav,4.24
aug_ben_tts_00001.wav,4.176
aug_ben_tts_00002.wav,5.088
aug_ben_tts_00003.wav,4.08
aug_ben_tts_00004.wav,3.936
aug_ben_tts_00005.wav,4.096
aug_ben_tts_00006.wav,2.496
aug_ben_tts_00007.wav,3.12
aug_ben_tts_00008.wav,3.104
aug_ben_tts_00009.wav,2.144
aug_ben_tts_00010.wav,4.544
aug_ben_tts_00011.wav,3.744
aug_ben_tts_00012.wav,5.04
aug_ben_tts_00013.wav,3.952
aug_ben_tts_00014.wav,3.776
aug_ben_tts_00015.wav,3.552
aug_ben_tts_00016.wav,3.072
aug_ben_tts_00017.wav,3.2
aug_ben_tts_00018.wav,2.96
aug_ben_tts_00019.wav,2.128
aug_ben_tts_00020.wav,4.144
aug_ben_tts_00021.wav,4.08
aug_ben_tts_00022.wav,5.088
aug_ben_tts_00023.wav,4.288
aug_ben_tts_00024.wav,4.112
aug_ben_tts_00025.wav,4.544
aug_ben_tts_00026.wav,2.464
aug_ben_tts_00027.wav,3.2
aug_ben_tts_00028.wav,2.8
aug_ben_tts_00029.wav,1.968
aug_ben_tts_00030.wav,3.824
aug_ben_tts_00031.wav,3.984
aug_ben_tts_00032.wav,4.944
aug_ben_tts_00033.wav,4.272
aug_ben_tts_00034.wav,4.608
aug_ben_tts_00035.wav,4.192
aug_ben_tts_00036.wav,2.656
aug_ben_tts_00037.wav,3.104
aug_ben_tts_00038.wav,2.848
aug_ben_tts_00039.wav,2.576
aug_ben_tts_00040.wav,4.704
aug_ben_tts_00041.wav,3.6
aug_ben_tts_00042.wav,4.496
aug_ben_tts_00043.wav,4.272
aug_ben_tts_00044.wav,4.752
aug_ben_tts_00045.wav,3.808
aug_ben_tts_00046.wav,2.816
aug_ben_tts_00047.wav,3.904
aug_ben_tts_00048.wav,3.376
aug_ben_tts_00049.wav,1.936
aug_ben_tts_00050.wav,4.416
aug_ben_tts_00051.wav,3.696
aug_ben_tts_00052.wav,6.448
aug_ben_tts_00053.wav,3.984
aug_ben_tts_00054.wav,4.032
aug_ben_tts_00055.wav,3.872
aug_ben_tts_00056.wav,2.64
aug_ben_tts_00057.wav,3.456
aug_ben_tts_00058.wav,3.168
aug_ben_tts_00059.wav,2.288
aug_ben_tts_00060.wav,4.528
aug_ben_tts_00061.wav,4.208
